"name","type","guests","cabins","crew","length","year","model","summerLowSeasonPrice","summerHighSeasonPrice","winterLowSeasonPrice","winterHighSeasonPrice","description","rating","baseMarina","country","photos","userId","createdAt","updatedAt","id","similarYachts"
ANTHEA,Motor Yachts,20,10,11,52.00,2021,Custom,21143.00,25214.00,18714.00,21143.00,"The 52m/170'7"" motor yacht 'Anthea' by shipyard Radez offers flexible accommodation for up to 20 guests in 10 cabins.",5.00,Amalfi Coast,Italy,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ANTHEA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ANTHEA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ANTHEA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ANTHEA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ANTHEA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"987b78b4-4854-43f7-9cba-adbd06e9c113","{23a09c18-c903-46c4-ad5f-45acf749f73b,8c9cd0a9-b46f-46e4-a4b7-97a0d820c17d,92e95030-acc0-4276-90c6-a226841f6bd2,53235fad-9c41-4a77-a4f1-9067b005728a,dc8601c3-9d5f-4134-812b-98cc1d88b839,5710b971-c4a1-41ea-b4da-0685af0ef671,f5576d56-7edc-4a6b-8361-1c8d0955a33c,2ae76f8c-92ed-420d-b9cc-2be8eba02cba,7a9eb5ea-9806-4e6f-8e8a-22ed50ebddcf,d0e618b7-ce93-42ec-86d9-a8997445735b,e052eabb-d779-4a36-9263-80ee51265f41,318ef81f-2b40-4abd-9a51-e3e2289a4ce7,8fb015c0-e715-4f2e-8713-81f1b01fb81b,8dbc9978-b819-4ee2-892d-3cef9bd7c744,7da84e07-3446-4dfc-ba22-7e2e39ec992b,da55172e-2077-48f9-b4a1-d4875ddff0ed,38c4096b-9d1a-4ef5-934a-a1a1ee61c426,3e530f13-df55-41d6-b624-4d7c74f8ed66,a738929d-29f1-4e9c-a63a-890bf9636291,8819a0f9-ceb8-4621-881c-d348b909a887}"
AQUILA,Motor Yachts,12,5,8,37.00,2019,Custom,12714.00,12714.00,11071.00,11071.00,"The 36.12m/118'6"" motor yacht 'Aquila' by shipyard Fratelli D'Amato offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by Dondi dall'Orologio.",5.00,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AQUILA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AQUILA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AQUILA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AQUILA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AQUILA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,fe91a222-3260-461e-9350-0a255caf25d8,"{fcb1c825-e2f1-4bc1-9189-6efffea994b3,d08a8c9e-338f-49a1-bdaf-2f9db444cf95,73e7cc97-c97c-4dca-a655-cefedb1706be,2e844801-a049-4b79-ae65-d9a20b6003ca,be76a5fa-6124-4486-91ca-590a2dedc794,8813f3f3-4bb9-44e5-b861-09660eed65eb,1f7abb8c-b3db-4a38-96d5-205d41a6f1a9,a6f11b4f-350f-4bb2-bdc9-b572b0679433,5a959c44-9747-48a7-a41f-98dda329991c,6f27d331-9afc-4f0c-85d8-6df9d9a728c0,87251f7f-9b58-4ecf-90d5-e4c4716c151d,a1c5f1ee-4be8-48f5-9d1f-00824e5c7210,9d589fa4-4fe9-45c9-8fcd-80872f2dbc9b,b1856af7-38a3-4a24-abfa-427c4d8e942d,51f38418-b19f-4fe9-b8fa-1b36d0f2d3da,dc2fc78f-bfcb-44d1-bcbd-f030e6fa3742,d3b953f3-7bcd-4fe3-b9bc-4d173ff0f373,5b6d85b7-427e-436a-9a34-250debc062ba,5ec427a5-c715-41ee-b700-a9854121148c,d021e158-0f3e-48f5-9ab5-d9cb3c4d5f6e}"
ARIA,Motor Yachts,10,5,5,28.00,2009,Conversion,7429.00,8714.00,5786.00,5786.00,"The 27.3m/89'7"" 'Aria' motor yacht built by shipyard C.Boat is available for charter for up to 10 guests in 5 cabins.",4.30,Calvi,France,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ARIA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ARIA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ARIA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ARIA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ARIA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"4470c728-4a92-4671-8fb0-7da9da138478","{0c654bb2-18be-491c-9040-fd8acb0cfb21,1a0468fd-cc34-420d-822b-d960cf8f2ab4,4a3d266b-d9bc-4084-a97f-d14ab466dd0c,83159e54-dcb6-455b-b4fd-b2380ff368d1,39f6c284-99bc-4045-9362-7ff58fc5f04f,109dc008-a0fa-46af-8f98-8d8fe6664d4c,6ce0fd56-4c0f-42df-9f45-cc31a068583d,e3b1279b-881b-438b-a5c8-ae5f23fcf7ad,67ea0585-0b7a-4261-b06c-d8aa43b1c2e3,2855210a-0c39-4f40-98a7-64f97db4c235,7f6e3328-9477-43e1-acca-de94b01b6d06,d409c766-7322-46e7-bfa0-4d7eb6b72c0d,a8b1dbd1-e27c-46ea-88e8-041f89d9a747,9f23f67a-706f-4f39-b597-c5073c9a3b8c,6f8ebdbd-055b-482f-bf86-ff8c961fefec,159fa945-f73d-4705-8044-e21e8a3a3c6c,60bf0fe7-6d80-4c0d-a833-a2eb20bc69ab,e75536e6-2259-492d-a8f7-6e56bb2dc795,d0ae0c61-54b0-4b64-8e3c-ebd40117c113,70d0cdca-fcd9-4eac-84ed-609f0104ef64}"
ATALANTI,Motor Yachts,10,4,5,29.34,2017,Couach 2800 LR,5857.00,6643.00,5857.00,6643.00,"The 29.34m/96'3"" 'Atalanti' motor yacht built by shipyard Couach is available for charter for up to 10 guests in 4 cabins.",4.50,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ATALANTI/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ATALANTI/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ATALANTI/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ATALANTI/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ATALANTI/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"4d307b9d-4e57-4be1-87d6-89d305e197eb","{fdcae118-4dd0-4953-8b3d-0632c513a730,eb5b785e-2be8-4735-ba1e-d87405cb87f8,daf6a21f-2354-4e56-a560-b84c222dcb6c,14d90318-1023-4793-ac23-14c5c6893517,6ed25afe-8f5c-473b-b787-68517dd7e681,69db199d-a638-42f9-b21b-238ad2f2a9a6,0760a136-9b65-4fc1-9989-b629c7138855,2855210a-0c39-4f40-98a7-64f97db4c235,e9a577ef-3a5c-4e19-85c1-a7eb1c8359f1,d439cab0-4e7e-4c55-b942-8d7128308fd5,0432e54e-10cd-466e-a783-d7004fb2e391,aede3d83-184e-49a4-9c2e-d458ca865900,c17dec2d-af66-4d6f-a480-ba9865bd0f2a,65c36246-fdaf-447b-8cf4-d42cb2ee2286,5e41ef60-df29-492b-b4fe-390ef2aee63e,b638e567-273a-40a6-8943-b266a21dbbd9,5e521db5-5ed1-4dde-bd60-fc70da226a93,e75536e6-2259-492d-a8f7-6e56bb2dc795,5e7d3c99-4567-4553-b4e1-4201b9f5478a,7d71a6cb-cd27-41bc-ae19-2774b8485773}"
AVENTURE,Classic Yachts,6,3,4,29.00,2011,Custom,3286.00,3286.00,3286.00,4000.00,"The 29m/95'2"" classic yacht 'Aventure' by shipyard Custom offers flexible accommodation for up to 6 guests in 3 cabins.",4.80,Florida,USA,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVENTURE/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVENTURE/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVENTURE/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVENTURE/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVENTURE/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"23a027ac-0899-4083-bff7-9f9b97415565","{b3b3e9b0-14aa-452a-ab86-231709681870,7a4fd950-ed91-4465-8ced-5ff82dc89257,5380d91e-ab23-4472-95dd-02b76ccbf4aa,bfa534ab-3e58-4216-96f0-8380963c6ba2,5402e1f5-b8e0-43ee-ab77-52b7ab850f54,1ac0cfa0-4ce3-435e-a620-dc21a99e43f7,c4dec68c-f1ef-4763-aa8c-4b4deb34258c,40b018ea-342a-4d6c-8ec8-f33e4a3e2c17,ffc8a46d-b27b-417f-b3bf-e8c2c7d36f45,2b13f3d3-9672-4ba5-8ebf-3e3f27845499,4b9bf856-0e76-4c41-a16f-89b34ba391d5,78f65e1b-6c7f-4489-ad1e-daf6f64450fa,7d39b80b-3011-4114-a273-aa58431e550a,37d987e5-1ebf-4b97-a592-1634809a050c,95869095-f633-421f-95d0-18654edbfc25,08e835c1-7fa9-4c42-8134-60ecd44e3ed1,252d8966-2b85-4f38-b7f9-4041e5e5b6f7,a530ed38-5c73-4c6f-a8b0-dbd3a3005048,b05e533b-0d75-41c4-9ec1-5fb11cd61a2f,cad00d6e-1d9e-41ac-92c4-8c6129bb2fea}"
B4,Motor Yachts,12,6,5,31.50,2005,"102 GLX",10429.00,12071.00,10429.00,12071.00,"The 31.45m/103'2"" motor yacht 'B4' by the Spanish shipyard Astondoa offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by Italian designer Cristiano Gatto Design.",4.20,Ibiza,Spain,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B4/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B4/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B4/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B4/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B4/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"525cba30-a9c8-4f0a-967b-5049bd7d1b6b","{d79a220e-8ce4-4c3a-a49a-4be266c5a257,d99c7c75-15eb-4803-b2c8-58a3e83d2dc4,4de858d4-70ae-4fb2-8f10-d87df230594f,d0b3090a-cd2c-44a4-9710-6f4491c8808b,e0b42b10-d25d-4980-a7d5-8a2ad676e847,b773a68d-8869-4b63-93b4-dfbf6696faea,61766072-1f50-43ed-8435-b5afb4da74a3,37adb563-dad5-4da5-b6fc-070d0ebdac62,dad408d5-7016-42de-b25d-957a02d5c52f,58700b60-abd3-4178-af62-bf851894aabf,8ad82cce-4ea3-43ce-b7d4-3b2534c2ebe3,00f53056-7de1-4caf-ba2a-458e855d09f1,f1531718-bb18-495a-8a8c-8c3d333dcaa3,07446c53-d045-4528-8359-956e3652787e,19cb473a-ec60-45a8-b683-699b328879a0,8172209a-30fc-4544-85ec-12f4e9f80d89,718106b6-6f60-468e-bcd5-c1a93873b84a,0ca4ebb1-5412-48e3-9331-9ed5d49ee46e,a64dc708-b89b-4fc7-ba7f-4416bc02f78c,e5b86fcb-ad07-445b-8757-b1699bdf2254}"
BERRAK SU,Gulet Yachts,12,6,5,33.00,2017,Custom,2857.00,4000.00,2857.00,4000.00,"The 33m/108'3"" 'Berrak Su' gulet yacht built by Fethiye Shipyard is available for charter for up to 12 guests in 6 cabins.",4.00,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BERRAK SU/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BERRAK SU/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BERRAK SU/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BERRAK SU/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BERRAK SU/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,bceb2c0c-36a6-4c68-9224-df980fbf717e,"{b95d19e9-62d5-4703-955f-d9b9a773131a,eb11e828-e8e9-448e-9905-bf73500bcb82,5d47f829-07b5-434f-a083-e30b037134ff,6f5769f4-a9a5-458c-be6a-d1179c923f8f,d7758285-1490-4d03-b1a4-2b631e26561a,51aa8b66-c646-4077-bddb-5529b70f7432,ae833dba-daf0-4033-9abe-f78b784ca017,9ed28c3c-0171-4871-85e8-fe62c3222c7c,3b48aef4-424f-4ce8-b4ce-4ccb7b8f71c1,fd84b95d-ddaf-4312-a936-ef9b53a4c380,b501a1ba-a7f9-4620-8c43-9c6b91fca1ab,634c20d0-88d4-4f1f-8c1b-2d3989ea7498,79e90d87-d64f-44c9-947e-a015d4f9b270,8eae95b2-0f4c-4510-b16d-76484154985b,f5311f89-0604-4db9-9fdf-f9ca83ecd852,f0eb72c3-9efd-45dc-bdc9-f3fb1c149b91,9538a82c-feb1-4477-ac48-ff33d1897df4,19cb473a-ec60-45a8-b683-699b328879a0,2f6c08e0-fba1-4e9d-b9db-b80c48b283a9,cff41e59-85e6-42d4-977e-8d89c3c0fbc6}"
CADAMA,Sailing Yachts,7,3,3,22.00,2016,Custom,2286.00,2571.00,2286.00,2571.00,"The 22m/72'2"" sail yacht 'Cadama' by shipyard Custom offers flexible accommodation for up to 7 guests in 3 cabins.",3.60,Corsica,France,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CADAMA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CADAMA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CADAMA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CADAMA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CADAMA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"18a389d9-b78a-47da-81c0-90562ac45785","{47d2ee37-cdbb-4371-8581-220564f66fe0,6445a441-4e37-475c-b20c-cb916bbc7cc3,aa920252-15ba-499a-bf55-639222f06981,b94df5cf-fd6e-47c2-b98e-d8fed429de71,a78edafb-bff5-4ece-bf21-47ec3811e394,2bd8222f-be49-4835-9593-3ab09190e266,c6de17e5-ead2-49e4-af2d-59c954752762,c17198c4-f2ab-4533-afb7-20e576acbc9e,07824f79-258e-403c-b832-442c0fcfecaa,6bcfaaa9-e281-4e7b-8118-69c8313758d1,58cdd9a4-3e5f-454b-b1fd-4fe278b8a971,88211fa2-6501-4071-a133-f0287caa89d0,78be15a2-90bd-4265-9471-f4b29d704a71,b1ef8c90-60ae-4b08-9148-adb0f5f5304a,b07ec4af-d6b3-4cfe-a36a-fe97d5cf9efa,3a2e9d61-d036-43ed-ab28-8e4b094908ff,656379c1-fc57-4b93-94a6-3edef3d515c1,b7dda1c2-db65-4a13-9e8c-91b900ce73f2,525210fb-8174-4560-9179-42e359186210,808c68b2-24db-442a-894c-5e45e5287cc9}"
CARDANO,Motor Yachts,6,3,2,21.01,2020,Custom,3929.00,4214.00,3929.00,4214.00,"The 21m/68'11"" motor yacht 'Cardano' by the British shipyard Sunseeker offers flexible accommodation for up to 6 guests in 3 cabins.",4.40,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CARDANO/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CARDANO/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CARDANO/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CARDANO/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CARDANO/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,efe606e9-e03e-4754-81d7-d521d94e404a,"{17a1360b-812f-41ad-b2a9-9889a573f3cb,ce39c841-092f-4980-b15b-d4cc55d333d4,20498faf-a72b-449a-ae6d-3c849d732970,805ad9c3-20f8-4c4a-b292-d8e538f731f8,9108afa5-7ca2-4ef4-a0a6-b06c164caa58,b10cfa15-bfaa-4f9a-8ec9-9e86f8607288,08d59c2f-aa94-4b3d-93b1-58fc031ae94c,e51acf84-c2d7-49c8-8495-a1d2ceaabef9,e49a6cca-cb6c-4ce3-9a1e-d6c45ea90e78,a1d761f3-fc68-488b-b281-9834d8f20e08,b7dda1c2-db65-4a13-9e8c-91b900ce73f2,1e18268a-e870-4097-9fa5-2620ec5f95e2,f8372266-27cb-4a3a-9a07-461b2b985798,9a6c3c35-e455-47cc-be97-440ebbf1b0e5,2a3b9077-3350-40c5-88de-af43c4cf43cc,45f5dc6c-4dce-4d9f-ae56-f083680c8e76,91621df6-e32e-4d6a-86f2-11c4f2a779ba,88211fa2-6501-4071-a133-f0287caa89d0,c52efb44-0dc4-4430-b690-e870e08146c4,5905c6db-a6fd-40ca-a911-2e4ef7cdaa06}"
CHRONOS,Gulet Yachts,26,13,8,54.00,2013,Custom,13714.00,15000.00,13714.00,15000.00,"The 54.6m/179'2"" 'Chronos' gulet yacht built by shipyard Ark Yacht is available for charter for up to 26 guests in 13 cabins.",4.30,Amalfi Coast,Italy,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CHRONOS/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CHRONOS/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CHRONOS/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CHRONOS/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CHRONOS/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"5710b971-c4a1-41ea-b4da-0685af0ef671","{dc8601c3-9d5f-4134-812b-98cc1d88b839,2ae76f8c-92ed-420d-b9cc-2be8eba02cba,b61fade5-e652-4ab2-b037-f8a408c78d8c,1d011626-ef62-4e23-84de-9969a40e48fd,f5576d56-7edc-4a6b-8361-1c8d0955a33c,aeb01a89-e8ba-42d7-aec9-e67cb0ec56ca,987b78b4-4854-43f7-9cba-adbd06e9c113,23a09c18-c903-46c4-ad5f-45acf749f73b,53235fad-9c41-4a77-a4f1-9067b005728a,8c9cd0a9-b46f-46e4-a4b7-97a0d820c17d,92e95030-acc0-4276-90c6-a226841f6bd2,9b3936e1-6eb0-4417-b8d4-de9c37d1ff01,1f05d182-338b-49ff-829f-6ddc19910ce5,2b242632-251f-44c1-8618-501fc9cdea80,e5f3e398-c1cc-438e-8c0c-a21efa396fb5,d2d9d134-e66f-4934-8934-6dc67379fe1b,08c887e2-fc54-4ec8-b2c0-1cc7753a72e2,81b26270-2626-415b-9591-82b3ffaea2ad,14d0e4ca-05d1-4ca2-b3eb-99a8644a0c34,cd61e8f7-532a-4070-a35e-6f3c46d8828a}"
CONAN,Catamarans,8,4,3,24.00,2022,Custom,2357.00,3500.00,2214.00,3143.00,The 23.77m/78' 'Conan' catamaran yacht built by shipyard Custom is available for charter for up to 8 guests in 4 cabins.,4.70,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CONAN/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CONAN/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CONAN/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CONAN/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CONAN/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,c1705899-df17-482e-a5f7-54386bbc8416,"{964295e2-4a57-4a5d-b8bd-930fe09e8121,b9f8338e-6f62-4f07-bf97-6fe37ccf2b10,a28a38b1-778a-4078-9bac-219dd8a131d7,4a1d12b7-f041-4b6f-b178-606447a6e6bf,186391d7-5eac-4755-928f-b6827929e606,b1e59567-62ba-4054-a3f0-63b5bcfa7f14,bab46dfd-f1f7-4928-8072-19e8b7c595c9,a9457657-c84e-42a1-8f21-cc0a24360266,8dbefc30-cff4-46e4-97b7-268220653c23,1026dd95-e768-4fea-aacb-b1f529acd286,df01d0ac-73a0-43e8-8604-2dac44185d1a,59f100b5-6bc2-4f93-8d64-46ebb2de8c2c,d1c8f2f7-c840-4e74-9e17-143af4daa978,397cae38-4b75-491f-894f-650d87e07f6b,74509979-03ed-4d60-b4ea-457281edd27a,5ddefd96-d057-4657-b7c8-ea039f9601b4,feaad53e-bd33-474d-9597-2233ca58121b,0c582346-2849-4121-91eb-bd5d92e13109,306781fb-d563-4d0c-9aae-3e7e394d2492,db0f78f3-f41f-4ab7-ae28-8b3418df8cb5}"
COPIHUE,Sailing Yachts,7,4,3,22.80,2008,Custom,2071.00,3286.00,2071.00,3286.00,"The 22.8m/74'10"" 'Copihue' sail yacht built by Claasen Shipyards is available for charter for up to 7 guests in 4 cabins.",3.90,Virgin Islands,USA,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/COPIHUE/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/COPIHUE/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/COPIHUE/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/COPIHUE/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/COPIHUE/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"2bd8222f-be49-4835-9593-3ab09190e266","{e30ccff5-e7de-4ca2-9e9b-b782486b7e7b,553ebd8a-cf35-4c45-92a1-a803451b0281,3299bd8e-64fa-4df2-83b0-c6fa9616157a,1245afe4-52ec-4e34-b9b3-d54ec3f8df98,0c582346-2849-4121-91eb-bd5d92e13109,18a389d9-b78a-47da-81c0-90562ac45785,47d2ee37-cdbb-4371-8581-220564f66fe0,aa920252-15ba-499a-bf55-639222f06981,525210fb-8174-4560-9179-42e359186210,28db570c-4673-4896-b025-cecc6d8df1c4,8b616b25-3339-4144-8d10-d39b948c4bc6,29d9c867-64a0-4c4e-99df-6dd11cccc65a,7f5bb3e7-1e23-4c5f-afe0-8478ee927976,10f2377a-a229-4133-b6ae-02dd5562ffee,31e203c8-8c75-4f2f-90f2-9dec19431056,bab46dfd-f1f7-4928-8072-19e8b7c595c9,c17198c4-f2ab-4533-afb7-20e576acbc9e,cbb47cf0-b48a-4ad5-80be-ccbf409548ac,40e67213-03d6-4855-8ac1-45707949d6a9,b228570a-1c99-4552-814e-4fedfaf64531}"
CRISTAL 1,Open Yachts,6,3,2,24.00,2011,Leopard 24,3286.00,3643.00,3286.00,3643.00,"The 23.96m/78'7"" open yacht 'Cristal 1' by shipyard Leopard offers flexible accommodation for up to 6 guests in 3 cabins.",4.30,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CRISTAL 1/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CRISTAL 1/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CRISTAL 1/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CRISTAL 1/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/CRISTAL 1/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,dd6ddc77-1e92-4ff2-9926-d480058ca8f1,"{b162a734-2aa5-4a30-888b-74cd5a542790,bcfa043f-e914-4c12-b438-fdd962244cf1,fdab2ff8-d59a-40ec-8fd6-dbcd4390a80e,a42597da-a7b4-40f3-9edc-6e2b2e4d6f4c,f700353a-6c7c-4e72-badc-c9d7a3f8b5e7,555f0e9a-fc71-47ee-be13-3b9eaac3f77b,6bcfaaa9-e281-4e7b-8118-69c8313758d1,37f130b0-e3dd-455d-9332-b3fa1e2092c6,b64bc420-ad0a-40d5-8105-7ba846667c51,4e8ba2b6-1127-4aa7-b5c4-d062446f1649,77e4ef62-8b46-4fcd-9844-d7d0bad61591,502fb4e6-5c87-4103-87be-0c139a046174,b72314eb-02d7-417a-8c9b-70f3206acdff,fdf36ea6-fee7-4c99-955e-701e129bb59d,357ae896-0a52-4a88-9c7d-a41fdac089d9,d7e8d487-c41c-4036-893f-b12e3bcffe95,f95c3cea-e58d-4399-ae84-29e4bdd8622c,c17198c4-f2ab-4533-afb7-20e576acbc9e,9693bbeb-ea8d-47aa-ab7e-21c84fa4bf38,29d9c867-64a0-4c4e-99df-6dd11cccc65a}"
